,GRB,B_o,B_o_uncert,epoch_start,epoch_end,A_V,A_V_uncert,host_model,reduced_chi2,probability,time_start,time_end,time_mid,Trigger Number
405,130420A,1.08,0.77,3.9533,3.9639,0.109,0.451,MW,1.7,0.08387168481,8980.489305127521,9202.37654805671,9091.432926592115,553977
406,130420A,1.18,0.53,3.9533,3.9694,0.057,0.312,MW,1.14,0.3176192501,8980.489305127521,9319.658525658417,9150.073915392968,553977
407,130420A,1.22,0.5,3.9533,3.9739,0.009,0.287,MW,1.05,0.399725191,8980.489305127521,9416.727433955184,9198.608369541353,553977
408,130420A,0.99,0.99,3.9588,3.9789,0.0,0.026,LMC,0.44,0.9500400323,9094.943385552955,9525.767998554596,9310.355692053776,553977
409,130420A,1.03,0.32,3.9634,3.9841,0.0,0.012,MW,0.24,0.9961381569,9191.788016944913,9640.509790107477,9416.148903526195,553977
410,130420A,0.96,0.24,4.0172,4.0362,0.0,0.021,LMC,0.99,0.4582010279,10403.991770513518,10869.260563262285,10636.626166887901,553977
411,130420A,0.96,0.26,4.0214,4.0362,0.0,0.01,LMC,1.1,0.3532844166,10505.095382546577,10869.260563262285,10687.177972904432,553977
412,130427A,0.32,0.05,3.4306,3.4459,0.221,0.083,SMC,0.8,0.5479936996,2695.2558665040997,2791.900908278534,2743.578387391317,554620
413,130427A,0.24,0.06,3.5388,3.5557,0.447,0.17,SMC,1.43,0.1986580377,3457.8010353230598,3595.0091493002346,3526.4050923116474,554620
414,130427A,0.89,0.19,4.3176,4.3359,0.0,0.059,SMC,1.75,0.1195646953,20777.820975042647,21672.05029964236,21224.935637342503,554620
415,130427A,0.96,0.23,4.8653,4.8831,0.0,0.301,SMC,1.33,0.1446493773,73333.09252741515,76401.16835170182,74867.13043955849,554620
416,130427A,0.98,0.44,4.8676,4.8885,0.0,0.354,LMC,1.57,0.0618004237,73722.49081043366,77357.06787749383,75539.77934396375,554620
417,130427A,0.95,0.51,4.8714,4.8885,0.0,0.186,LMC,1.69,0.05022653216,74370.37990627131,77357.06787749383,75863.72389188258,554620
418,130427A,0.72,0.37,4.8714,4.8908,0.099,0.394,LMC,1.36,0.1232027405,74370.37990627131,77767.83344557049,76069.10667592089,554620
419,130427A,0.57,0.3,4.8759,4.8928,0.277,0.332,LMC,0.88,0.4325728001,75144.98463746837,78126.79345516053,76635.88904631445,554620
420,130427A,0.75,0.43,4.878,4.8928,0.157,0.458,LMC,1.13,0.2802023573,75509.22276654342,78126.79345516053,76818.00811085198,554620
421,130427A,0.86,0.07,5.1981,5.2087,0.0,0.031,SMC,0.4,0.9965426689,157797.45699434454,161696.26935123038,159746.86317278747,554620
422,130427A,0.85,0.11,5.1981,5.2099,0.0,0.253,LMC,0.38,0.999114651,157797.45699434454,162143.6704773606,159970.56373585257,554620
423,130427A,0.84,0.07,5.2123,5.2332,0.0,0.01,SMC,0.67,0.9566929463,163042.18992825644,171080.29875993286,167061.24434409465,554620
424,130427A,0.85,0.06,5.2135,5.234,0.0,0.359,SMC,0.59,0.9896075354,163493.3151129828,171395.73075084251,167444.52293191265,554620
425,130427A,0.85,0.06,5.2135,5.2343,0.0,0.063,SMC,0.6,0.9877780597,163493.3151129828,171514.16762917052,167503.74137107667,554620
426,130427A,0.84,0.06,5.2147,5.2346,0.0,0.07,SMC,0.49,0.9991018699,163945.68852635712,171632.6863490595,167789.18743770831,554620
427,130427A,0.83,0.06,5.2147,5.2355,0.0,0.014,SMC,0.5,0.9986799796,163945.68852635712,171988.73412382414,167967.2113250906,554620
428,130427A,0.85,0.12,5.2157,5.2366,0.0,0.034,LMC,0.61,0.9839813635,164323.62237025567,172424.90683416426,168374.26460220997,554620
429,130427A,0.86,0.07,5.217,5.2377,0.0,4.789,SMC,0.66,0.960886198,164816.23915255067,172862.18570203392,168839.2124272923,554620
430,130427A,0.86,0.12,5.217,5.2381,0.0,0.112,LMC,0.64,0.9710465319,164816.23915255067,173021.47100114072,168918.85507684568,554620
431,130427A,0.69,0.11,5.2559,5.2683,0.785,0.079,MW,1.54,0.1363688882,180260.262847573,185481.2440027907,182870.75342518184,554620
432,130427A,0.77,0.14,5.258,5.2683,0.836,0.102,MW,1.91,0.07518200075,181134.00926196025,185481.2440027907,183307.62663237547,554620
433,130427A,0.53,0.14,5.303,5.3151,0.552,0.1,MW,1.79,0.05675850823,200909.28126087278,206585.5781922722,203747.42972657247,554620
434,130427A,0.55,0.09,5.3075,5.3151,0.586,0.062,MW,0.49,0.8436498947,203001.85198596845,206585.5781922722,204793.71508912032,554620
435,130427A,1.1,0.05,5.5195,5.5326,0.0,0.033,MW,1.36,0.06425357657,330750.1120592544,340878.806010259,335814.4590347567,554620
436,130427A,1.09,0.27,5.5195,5.5328,0.0,0.593,LMC,1.35,0.06750970158,330750.1120592544,341035.82265334926,335892.96735630184,554620
437,130427A,1.09,0.14,5.5195,5.5334,0.0,10.99,SMC,1.32,0.07841402895,330750.1120592544,341507.3066688276,336128.709364041,554620
438,130427A,1.09,0.25,5.5195,5.5339,0.0,0.674,LMC,1.29,0.09455180375,330750.1120592544,341900.70790206967,336325.40998066205,554620
439,130427A,1.08,0.24,5.5195,5.5345,0.0,0.192,LMC,1.21,0.156459182,330750.1120592544,342373.3876264528,336561.7498428536,554620
440,130427A,1.07,0.13,5.5195,5.535,0.0,0.224,SMC,1.27,0.1027481072,330750.1120592544,342767.78654645046,336758.9493028524,554620
441,130427A,1.06,0.12,5.5195,5.5356,0.0,0.823,SMC,1.25,0.1185806337,330750.1120592544,343241.6650121199,336995.8885356871,554620
442,130427A,1.06,0.23,5.5195,5.5364,0.0,0.005,LMC,1.17,0.1840982912,330750.1120592544,343874.5222291275,337312.31714419095,554620
443,130427A,1.08,0.12,5.5195,5.5367,0.0,0.122,SMC,1.21,0.1402007054,330750.1120592544,344112.1443960906,337431.1282276725,554620
444,130427A,1.06,0.12,5.5195,5.5373,0.0,0.029,SMC,1.24,0.1102160773,330750.1120592544,344587.88144433504,337668.9967517947,554620
445,130427A,1.07,0.22,5.5195,5.5378,0.0,5.779,LMC,1.22,0.1264174857,330750.1120592544,344984.8313627505,337867.4717110024,554620
446,130427A,1.06,0.22,5.5195,5.5384,0.0,0.011,LMC,1.22,0.1311767795,330750.1120592544,345461.7749058203,338105.94348253735,554620
447,130427A,1.07,0.21,5.5195,5.539,0.0,0.27,LMC,1.18,0.161692578,330750.1120592544,345939.3778261217,338344.74494268803,554620
448,130427A,1.07,0.21,5.5195,5.5395,0.0,0.33,LMC,1.16,0.1816040158,330750.1120592544,346337.8846082797,338543.99833376706,554620
449,130427A,1.07,0.11,5.5195,5.54,0.0,0.311,SMC,1.19,0.1523480087,330750.1120592544,346736.85045253165,338743.481255893,554620
450,130427A,1.07,0.2,5.5195,5.5406,0.0,0.662,LMC,1.17,0.1704182229,330750.1120592544,347216.21617221984,338983.1641157371,554620
451,130427A,1.07,0.2,5.5195,5.541,0.0,0.089,LMC,1.13,0.2193975172,330750.1120592544,347536.16144320613,339143.1367512302,554620
452,130427A,1.06,0.19,5.5202,5.5411,0.0,1.91,LMC,1.07,0.3243458069,331283.64811728144,347616.1938153812,339449.9209663313,554620
453,130427A,1.06,0.2,5.5208,5.5417,0.0,1.826,LMC,1.07,0.3225980177,331741.64969453926,348096.7752324006,339919.21246346994,554620
454,130427A,1.06,0.19,5.5208,5.5422,0.0,3.195,LMC,1.06,0.353112922,331741.64969453926,348497.7672404488,340119.708467494,554620
455,130427A,1.06,0.1,5.5213,5.5422,0.0,0.21,SMC,1.08,0.3188016383,332123.80132514593,348497.7672404488,340310.78428279737,554620
456,130427A,1.06,0.19,5.5219,5.543,0.0,0.245,LMC,1.05,0.3651781072,332582.96441911696,349140.31547858624,340861.6399488516,554620
457,130427A,1.08,0.04,5.5219,5.5434,0.0,0.326,MW,1.08,0.3095250128,332582.96441911696,349462.03372688557,341022.49907300127,554620
458,130427A,1.06,0.1,5.5225,5.544,0.0,0.525,SMC,1.11,0.2601974236,333042.7623087463,349945.1670283569,341493.9646685516,554620
459,130427A,1.06,0.2,5.523,5.5445,0.0,0.275,LMC,1.13,0.2292171578,333426.4127632347,350348.2883015712,341887.350532403,554620
460,130427A,1.05,0.1,5.5236,5.5451,0.0,0.107,SMC,0.91,0.6646710261,333887.3767251231,350832.64685516525,342360.01179014414,554620
461,130427A,1.05,0.03,5.5242,5.5456,0.0,0.104,MW,0.76,0.9115538928,334348.9779723794,351236.790465681,342792.8842190302,554620
462,130427A,1.04,0.16,5.5248,5.546,0.0,0.137,LMC,0.72,0.9479088473,334811.2173860538,351560.4405282983,343185.82895717607,554620
463,130427A,1.05,0.17,5.5253,5.546,0.0,0.03,LMC,0.72,0.9484377879,335196.90502216254,351560.4405282983,343378.6727752304,554620
464,130427A,1.05,0.17,5.5259,5.546,0.0,0.148,LMC,0.72,0.9426026522,335660.31669993344,351560.4405282983,343610.3786141159,554620
465,130427A,1.05,0.18,5.5264,5.546,0.0,0.178,LMC,0.76,0.8978174074,336046.9824606992,351560.4405282983,343803.71149449877,554620
466,130427A,1.05,0.18,5.527,5.546,0.0,1.676,LMC,0.73,0.9233576587,336511.5693754908,351560.4405282983,344036.0049518946,554620
467,130427A,1.05,0.1,5.5276,5.546,0.0,0.09,SMC,0.75,0.9063417831,336976.7985844033,351560.4405282983,344268.6195563508,554620
468,130427A,1.05,0.1,5.5281,5.546,0.0,0.709,SMC,0.76,0.8972609001,337364.9808737675,351560.4405282983,344462.7107010329,554620
469,130427A,1.05,0.19,5.5287,5.546,0.0,0.175,LMC,0.8,0.8285913766,337831.3899290578,351560.4405282983,344695.91522867803,554620
470,130427A,1.05,0.04,5.5293,5.546,0.0,0.05,MW,0.8,0.8310575527,338298.44379759015,351560.4405282983,344929.44216294424,554620
471,130427A,1.06,0.19,5.5298,5.546,0.0,0.385,LMC,0.75,0.8889041727,338688.1485634765,351560.4405282983,345124.2945458874,554620
472,130427A,1.07,0.2,5.5301,5.546,0.0,0.236,LMC,0.76,0.881501647,338922.1868727554,351560.4405282983,345241.31370052684,554620
473,130427A,1.07,0.2,5.5304,5.546,0.0,0.432,LMC,0.79,0.8280259148,339156.386905822,351560.4405282983,345358.4137170601,554620
474,130427A,1.04,0.19,5.5309,5.546,0.0,0.199,LMC,0.66,0.952686955,339547.07998402324,351560.4405282983,345553.76025616075,554620
475,130427A,1.04,0.19,5.5313,5.546,0.0,0.524,LMC,0.66,0.9543723857,339859.95846566715,351560.4405282983,345710.19949698274,554620
476,130427A,1.04,0.2,5.5322,5.546,0.0,0.077,LMC,0.67,0.9392847719,340564.9895673606,351560.4405282983,346062.71504782944,554620
477,130427A,1.03,0.2,5.5326,5.546,0.0,0.197,LMC,0.67,0.9380568359,340878.806010259,351560.4405282983,346219.6232692787,554620
478,130427A,0.3,0.15,5.9602,5.976,0.0,0.143,LMC,0.41,0.9443773647,912430.9325911984,946237.161365793,929334.0469784957,554620
479,130427A,0.44,0.42,5.9639,5.9773,0.0,0.0,LMC,0.25,0.9863809421,920237.6548056701,949073.8338964756,934655.7443510729,554620
480,130427A,0.62,0.29,5.9748,5.9773,0.234,0.651,LMC,0.06,0.9979965488,943626.2202767271,949073.8338964756,946350.0270866014,554620
481,130427A,0.07,0.02,6.0375,6.0483,0.103,0.005,MW,0.0,0.9999658024,1090184.4923851267,1117635.0161087858,1103909.7542469562,554620
482,130427A,1.03,0.11,6.0894,6.1008,0.58,0.071,MW,0.23,0.9495171093,1228570.2652493895,1261246.5753175372,1244908.4202834633,554620
483,130427A,1.03,0.15,6.0894,6.1081,0.578,0.094,MW,0.41,0.8734710174,1228570.2652493895,1282625.8841809535,1255598.0747151715,554620
484,130427A,0.44,0.11,6.1637,6.1796,0.11,0.078,MW,1.14,0.3174476251,1457806.8950562803,1512167.8487917664,1484987.3719240234,554620
485,130427A,0.35,0.22,6.2167,6.2374,0.063,0.168,MW,1.45,0.1335106748,1647024.2744164213,1727428.1796735344,1687226.2270449777,554620
486,130427A,1.69,0.95,6.2958,6.2992,0.0,3.117,MW,1.84,0.07488629033,1976059.421548991,1991590.2890576117,1983824.8553033015,554620
487,130427A,1.68,0.68,6.2958,6.3084,0.0,2.751,MW,1.58,0.1258640926,1976059.421548991,2034229.7432117271,2005144.582380359,554620
488,130427A,1.72,0.7,6.2958,6.3096,0.0,0.093,MW,1.68,0.0879747718,1976059.421548991,2039858.3002685604,2007958.8609087756,554620
489,130427A,1.72,0.62,6.2978,6.3162,0.0,0.175,MW,1.34,0.2012066145,1985180.497416507,2071094.9036603374,2028137.7005384222,554620
490,130427A,1.72,0.64,6.2988,6.3162,0.0,23.009,MW,1.41,0.1754497359,1989756.811090657,2071094.9036603374,2030425.8573754972,554620
491,130427A,0.56,0.14,6.3084,6.3248,0.232,0.097,MW,1.7,0.05420567663,2034229.7432117271,2112515.9662408517,2073372.8547262894,554620
492,130427A,0.49,0.15,6.3162,6.3344,0.212,0.098,MW,1.64,0.08169007408,2071094.9036603374,2159732.680689392,2115413.7921748646,554620
493,130427A,0.49,0.15,6.3246,6.3441,0.214,0.099,MW,1.65,0.07900988524,2111543.340658844,2208513.2034348245,2160028.272046834,554620
494,130427A,1.34,0.41,6.3344,6.351,0.0,5.523,SMC,1.38,0.1534540728,2159732.680689392,2243881.9237827663,2201807.3022360792,554620
495,130427A,1.34,0.46,6.3441,6.351,0.0,0.178,LMC,1.64,0.07354630107,2208513.2034348245,2243881.9237827663,2226197.5636087954,554620
496,130427A,0.86,0.6,6.3978,6.3984,0.0,1.116,LMC,0.09,0.9908902098,2499194.175195829,2502649.325731077,2500921.750463453,554620
497,130427A,1.4,0.76,6.4125,6.422,0.592,1.277,MW,1.13,0.3409059856,2585234.839562189,2642408.757321945,2613821.7984420666,554620
498,130427A,1.72,0.55,6.4125,6.4273,0.042,0.94,MW,1.04,0.4104879192,2585234.839562189,2674853.4939635433,2630044.166762866,554620
499,130427A,1.06,0.5,6.4406,6.4411,0.0,0.922,LMC,0.06,0.996833634,2758036.4405972357,2761213.5759494514,2759625.0082733436,554620
500,130427A,0.86,0.72,6.6432,6.6517,0.09,1.236,LMC,0.17,0.9646803539,4397440.784473689,4484355.14638966,4440897.965431675,554620
501,130427A,0.84,0.55,6.6432,6.6601,0.213,0.912,LMC,0.11,0.9916588594,4397440.784473689,4571934.501781391,4484687.64312754,554620
502,130427A,1.06,0.51,6.6601,6.6762,0.0,0.929,LMC,0.14,0.9945916936,4571934.501781391,4744604.320607648,4658269.41119452,554620
503,130427A,1.05,0.65,6.6681,6.6762,0.0,1.214,LMC,0.19,0.9788526829,4656933.110262015,4744604.320607648,4700768.715434832,554620
504,130427A,1.22,0.76,6.6991,6.7139,0.0,1.257,LMC,0.22,0.9716450243,5001496.854402783,5174876.622934796,5088186.73866879,554620
505,130427A,1.06,0.93,6.7065,6.7139,0.0,1.609,LMC,0.29,0.9123935809,5087448.196446911,5174876.622934796,5131162.409690853,554620
506,130427A,1.41,0.19,7.2694,7.2774,0.0,0.964,MW,0.05,0.9999482144,18595163.44462468,18940873.344153427,18768018.394389056,554620
507,130427A,1.46,0.37,7.2694,7.2812,0.0,0.209,LMC,0.04,0.9999960922,18595163.44462468,19107329.810428735,18851246.627526708,554620
508,130427A,1.47,0.25,7.2694,7.2852,0.0,0.835,SMC,0.05,0.9999998527,18595163.44462468,19284127.75639425,18939645.600509465,554620
509,130427A,1.49,0.35,7.2733,7.2852,0.0,1.273,LMC,0.05,0.9999982318,18762901.558379006,19284127.75639425,19023514.657386627,554620
510,130427A,1.42,0.49,7.2773,7.2852,0.0,0.02,LMC,0.07,0.9997991257,18936512.54896675,19284127.75639425,19110320.1526805,554620
511,130427A,1.29,0.15,7.2967,7.3005,2.787,0.545,MW,0.03,0.9996612875,19801587.080824137,19975607.684427097,19888597.382625617,554620
512,130427A,-1.48,0.61,5.1446,5.1481,0.576,0.391,SMC,1.31,0.23518886,139508.28503573677,140637.13158132898,140072.7083085329,554620
513,130427A,-0.5,0.12,5.648,5.6591,0.0,0.238,LMC,1.02,0.37234408,444631.2674691084,456141.93442198244,450386.6009455454,554620
514,130427A,-0.4,0.11,5.6482,5.6651,0.0,0.17,LMC,1.1,0.181174836,444836.07488981134,462487.500822402,453661.78785610665,554620
515,130427A,-0.35,0.1,5.6534,5.6651,0.0,0.185,LMC,0.72,0.40232069,450194.3082824315,462487.500822402,456340.90455241676,554620
516,130427A,-0.28,0.13,5.6591,5.6651,0.0,0.19,LMC,0.76,0.348166008,456141.93442198244,462487.500822402,459314.7176221922,554620
517,130427A,-1.27,0.57,5.8487,5.8694,0.955,0.419,SMC,0.7,0.670375088,705829.8158598233,740286.7904919349,723058.3031758791,554620
518,130427A,-0.86,0.22,7.4189,7.4236,2.775,0.415,SMC,0.02,0.999916858,26236143.642959226,26521617.055078838,26378880.349019032,554620
519,130505A,1.07,0.2,5.2123,5.2124,0.125,0.058,MW,0.71,0.6131065693,163042.18992825644,163079.73610235928,163060.96301530785,555163
520,130606A,1.1,0.38,5.094,5.2124,0.0,0.026,LMC,0.1,0.9827586513,124165.2307592412,163079.73610235928,143622.48343080023,557589
521,130702A,0.04,0.04,7.7375,7.7375,2.793,0.099,SMC,0.02,0.9993329747,54638654.9881854,54638654.9881854,54638654.9881854,Fermi
522,130702A,-0.79,0.35,5.9217,5.9309,5.243,2.154,SMC,1.13,0.339779487,835026.0034320126,852903.7030705669,843964.8532512898,Fermi
523,130702A,-0.59,0.07,6.3144,6.3146,7.423,0.94,SMC,0.3,0.87929964,2062528.6978465728,2063478.7461531984,2063003.7219998855,Fermi
524,130831A,0.89,0.2,4.9841,4.9932,1.11,0.231,SMC,0.13,0.9708260554,96405.09790107467,98446.43639803781,97425.76714955624,568849
525,130831A,1.54,0.17,3.6576,3.6776,0.361,0.174,LMC,1.2,0.05259765997,4545.6919358492405,4759.923796672499,4652.80786626087,568849
526,130831A,1.59,0.12,3.6593,3.6776,0.255,0.128,LMC,0.48,0.5543060563,4563.520439214676,4759.923796672499,4661.722117943587,568849
527,130831A,1.58,0.11,3.6661,3.6857,0.332,0.115,SMC,0.7,0.7697595183,4635.536446198508,4849.5339049834165,4742.535175590962,568849
528,130831A,1.53,0.13,3.6666,3.6857,0.379,0.127,SMC,0.73,0.7083538519,4640.876378080087,4849.5339049834165,4745.205141531752,568849
529,130831A,1.57,0.1,3.6761,3.6937,0.348,0.108,SMC,0.61,0.8372824863,4743.511960856962,4939.693471692561,4841.602716274761,568849
530,130831A,1.55,0.13,3.6842,3.7017,0.364,0.136,SMC,0.93,0.5187170268,4832.813100695309,5031.529229893185,4932.171165294247,568849
531,130831A,1.68,0.17,3.6922,3.7093,0.212,0.174,SMC,1.42,0.1462470798,4922.661804443356,5120.354149383066,5021.507976913212,568849
532,130831A,1.72,0.14,3.7153,3.7328,0.119,0.15,LMC,0.7,0.6829416091,5191.585371063544,5405.053537086691,5298.319454075117,568849
533,130831A,1.93,0.23,3.7317,3.7469,0.0,0.229,LMC,1.41,0.1467974143,5391.380704697852,5583.416170259268,5487.39843747856,568849
534,130831A,1.78,0.22,3.7389,3.7538,0.084,0.225,LMC,1.29,0.1886803886,5481.507340176555,5672.833016309789,5577.170178243172,568849
535,130831A,1.85,0.1,3.7419,3.7607,0.155,0.21,MW,1.58,0.08116850294,5519.503333867388,5763.681848104129,5641.592590985759,568849
536,130831A,1.83,0.07,3.7459,3.7607,0.191,0.146,MW,0.77,0.6855838289,5570.574669415543,5763.681848104129,5667.128258759836,568849
537,130831A,1.81,0.09,3.7528,3.7673,0.228,0.193,MW,1.33,0.1943828859,5659.785862426966,5851.94182378082,5755.863843103893,568849
538,130831A,1.85,0.09,3.7596,3.7739,0.221,0.185,MW,1.17,0.2980259975,5749.101815675034,5941.553335422145,5845.32757554859,568849
539,130831A,1.9,0.1,3.7663,3.7816,0.069,0.203,MW,1.34,0.1893785379,5838.482731071996,6047.835918818006,5943.159324945001,568849
540,130831A,1.87,0.23,3.7807,3.7943,0.0,0.078,LMC,1.47,0.1286173447,6035.315805032603,6227.303034831227,6131.309419931915,568849
541,130831A,1.77,0.1,3.8056,3.8188,0.425,0.23,MW,1.45,0.1356939949,6391.458891858142,6588.704043340734,6490.081467599438,568849
542,130831A,1.86,0.1,3.8067,3.8258,0.288,0.237,MW,1.56,0.08845303588,6407.667976494362,6695.76187175689,6551.714924125627,568849
543,130831A,1.84,0.11,3.8118,3.8258,0.291,0.246,MW,1.68,0.06400693896,6483.357951220567,6695.76187175689,6589.559911488728,568849
544,130831A,1.74,0.25,3.8177,3.8315,0.146,0.266,LMC,1.44,0.1098581256,6572.037002870897,6784.221204982605,6678.129103926751,568849
545,130831A,1.69,0.22,3.8177,3.8363,0.195,0.227,LMC,1.25,0.1344823212,6572.037002870897,6859.619085293151,6715.828044082024,568849
546,130831A,1.63,0.19,3.8247,3.8373,0.275,0.199,LMC,0.74,0.3643467748,6678.824013665395,6875.432140408455,6777.128077036925,568849
547,130831A,1.32,0.23,3.8363,3.854,0.693,0.222,SMC,1.17,0.2932204442,6859.619085293151,7144.963260755135,7002.291173024143,568849
548,130831A,1.4,0.19,3.8373,3.854,0.531,0.2,LMC,0.69,0.3247575728,6875.432140408455,7144.963260755135,7010.197700581795,568849
549,130831A,1.48,0.18,3.8417,3.8585,0.467,0.173,SMC,0.72,0.7653490681,6945.443775834018,7219.381629371591,7082.4127026028045,568849
550,130831A,1.61,0.23,3.842,3.8594,0.366,0.221,SMC,1.07,0.3828098994,6950.243175887969,7234.358058506353,7092.300617197161,568849
551,130831A,1.48,0.23,3.842,3.8637,0.486,0.224,SMC,1.22,0.241840628,6950.243175887969,7306.342048960199,7128.292612424084,568849
552,130831A,1.5,0.24,3.8429,3.8637,0.486,0.242,SMC,1.28,0.2127787565,6964.661283938881,7306.342048960199,7135.50166644954,568849
553,130831A,1.58,0.22,3.8473,3.8646,0.399,0.22,SMC,1.15,0.2990770149,7035.581528181841,7321.49887534064,7178.5402017612405,568849
554,130831A,1.61,0.23,3.8476,3.8689,0.379,0.228,SMC,1.21,0.250404909,7040.443214699752,7394.349942551872,7217.396578625812,568849
555,130831A,1.63,0.25,3.8476,3.8692,0.306,0.254,LMC,1.25,0.1406529415,7040.443214699752,7399.459543127244,7219.951378913498,568849
556,130831A,1.59,0.25,3.8485,3.87,0.284,0.265,LMC,1.33,0.09348681485,7055.048440506529,7413.102413009177,7234.075426757853,568849
557,130831A,1.63,0.26,3.8528,3.8741,0.262,0.27,LMC,1.31,0.1264950347,7125.248247522667,7483.417927401598,7304.333087462132,568849
558,130831A,1.61,0.25,3.853,3.8745,0.3,0.251,SMC,1.39,0.1312890428,7128.530301265198,7490.313585107569,7309.421943186384,568849
559,130831A,1.74,0.25,3.854,3.8753,0.145,0.258,SMC,1.33,0.1666065951,7144.963260755135,7504.123968558002,7324.543614656568,568849
560,130831A,1.66,0.24,3.8583,3.8792,0.205,0.244,SMC,1.24,0.2301508137,7216.057746678523,7571.815097147055,7393.936421912789,568849
561,130831A,1.63,0.26,3.8583,3.8797,0.205,0.278,LMC,1.24,0.1787118179,7216.057746678523,7580.537491482208,7398.297619080366,568849
562,130831A,1.76,0.29,3.8594,3.8804,0.087,0.336,LMC,1.53,0.07672549757,7234.358058506353,7592.765726465254,7413.561892485804,568849
563,130831A,1.88,0.13,3.8741,3.8894,0.0,0.067,MW,1.7,0.0600892236,7483.417927401598,7751.75432069081,7617.586124046204,568849
564,130831A,1.94,0.42,3.8792,3.8894,0.0,0.336,LMC,1.01,0.4297280965,7571.815097147055,7751.75432069081,7661.784708918933,568849
565,130831A,1.05,0.06,4.7856,4.8037,0.92,0.055,MW,0.73,0.6427869778,61037.95855585302,63635.5790040944,62336.76877997371,568849
566,130831A,1.01,0.09,4.7893,4.8037,0.901,0.066,MW,0.86,0.5254447421,61560.196864489575,63635.5790040944,62597.88793429198,568849
567,130831A,0.97,0.17,4.7945,4.8037,0.879,0.118,MW,2.19,0.06745506686,62301.71474290644,63635.5790040944,62968.64687350042,568849
568,130831A,-1.52,1.13,4.8495,4.8639,4.754,1.537,MW,0.51,0.829416485,70713.1200681301,73097.07518686012,71905.09762749511,568849
569,130907A,0.82,0.68,4.3032,4.3139,0.695,0.385,LMC,0.9,0.1604535126,20100.182471136948,20601.55490320011,20350.868687168528,569992
570,130907A,1.24,0.76,4.3032,4.316,0.537,0.42,LMC,1.18,0.09049786699,20100.182471136948,20701.413487910413,20400.797979523682,569992
571,130907A,1.26,0.75,4.3032,4.3175,0.544,0.416,LMC,1.15,0.1051481056,20100.182471136948,20773.03725572563,20436.609863431288,569992
572,131011A,0.62,0.13,5.158,4.3175,0.036,0.049,MW,0.97,0.449341878,143879.85782558465,20773.03725572563,82326.44754065514,Fermi
573,140226A,0.33,0.02,5.225,4.3175,0.0,0.007,LMC,0.0,0.9990098172,167880.4018122559,20773.03725572563,94326.71953399076,iPTF
574,140226A,1.69,1.66,5.2375,5.2505,0.89,0.309,LMC,0.0,0.9999993584,172782.59805078627,178032.79088537276,175407.6944680795,iPTF
575,140226A,-1.28,0.64,48958.0,5.2505,0.336,0.143,SMC,2.09,0.078723458,inf,178032.79088537276,inf,iPTF
576,140226A,-0.53,0.48,49293.0,5.2505,0.238,0.117,LMC,0.17,0.951746765,inf,178032.79088537276,inf,iPTF
577,140318A,-1.61,1.27,42871.0,5.2505,1.827,1.226,LMC,0.46,0.07496622,inf,178032.79088537276,inf,592204
578,140419A,0.8,0.1,3.9254,3.9459,0.04,0.041,MW,1.62,0.1020953136,8421.704521982787,8828.765871653017,8625.235196817903,596426
579,140419A,0.91,0.04,3.7341,3.7427,0.0,0.0,MW,0.38,0.8220720438,5421.2570508795725,5529.680004928025,5475.4685279037985,596426
580,140419A,-0.65,0.24,49548.0,3.7427,0.206,0.026,SMC,0.81,0.560111928,inf,5529.680004928025,inf,596426
581,140423A,1.87,0.7,4.2735,4.274,0.0,0.021,MW,1.63,0.1490614287,18771.544183750244,18793.168168032684,18782.356175891466,596901
582,140423A,0.58,0.23,5.2266,5.2281,0.025,0.107,MW,0.74,0.6422633976,168500.03677818333,169083.02148684123,168791.52913251228,596901
583,140430A,-0.48,0.02,2.4118,2.414,0.574,0.003,SMC,0.0,0.999999994,258.1071289645939,259.4179362118815,258.7625325882377,597722
584,140430A,-1.56,1.47,2.9129,2.9181,0.753,0.309,SMC,0.65,0.628027073,818.2763513481793,828.1328263907462,823.2045888694628,597722
585,140506A,0.59,0.45,5.481,2.9181,1.019,0.33,MW,0.61,0.65356138,302691.34281013045,828.1328263907462,151759.7378182606,598284
586,140508A,0.44,0.22,5.292,2.9181,0.614,0.183,LMC,0.54,0.689786879,195884.4673505989,828.1328263907462,98356.30008849481,Fermi
587,140508A,-1.36,0.39,50161.0,2.9181,1.909,0.376,SMC,0.49,0.813783253,inf,828.1328263907462,inf,Fermi
588,140508A,-1.69,1.25,54456.0,2.9181,2.209,1.211,SMC,0.44,0.850868351,inf,828.1328263907462,inf,Fermi
589,140509A,0.55,0.26,4.456,2.9181,0.083,0.046,SMC,0.12,0.9935685052,28575.905433749496,828.1328263907462,14702.01913007012,598497
590,140512A,0.36,0.36,4.486,2.9181,0.472,0.405,MW,0.66,0.7072951378,30619.634336906754,828.1328263907462,15723.88358164875,598819
591,140518A,0.85,0.44,3.6752,3.6844,0.133,0.109,LMC,1.07,0.1238764728,4733.692033483014,4835.039205916214,4784.365619699614,599287
592,140518A,-1.57,0.85,3.8179,3.8321,0.358,0.096,SMC,0.93,0.488321563,6575.064234749979,6793.600430398661,6684.33233257432,599287
593,140518A,-1.23,1.16,3.8183,3.8385,0.343,0.132,SMC,1.78,0.06734339,6581.122882388993,6894.455931709223,6737.7894070491075,599287
